Pos,Race No,Name,Time,Category,Cat Pos,Gender,Team,race_name,race_large_logo,race_category,runner_id,race_link
318,868,Yuli Tri Setyono,07:41:13,Male 40 - 44,65,Male,Trol Lampung,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18345,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
319,694,Eliandra Cugler,07:41:15,Female 18 - 39,8,Female,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18212,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
320,933,saiful saiful,07:41:52,Male 50 - 54,32,Male,TGC Korlantas Polri,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
321,819,Doni Berni Pritama,07:42:37,Male 40 - 44,66,Male,Telkom Akses Cycling,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18301,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
322,737,Mach Ant Herson,07:42:40,Male 45 - 49,52,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18250,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
323,527,Silvy Lolan the,07:42:42,Female 40 - 44,6,Female,Gowes Mania Jambi GMJ,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18080,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
324,33,Moch Slamet,07:42:45,Male 65 +,2,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18670,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
325,556,Bayu Yulianto,07:43:45,Male 18 - 39,111,Male,UCC,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18096,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
326,840,Rina Aryanti,07:45:33,Female 18 - 39,9,Female,Polda Maluku,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
327,315,Michael Basa,07:45:35,Male 40 - 44,67,Male,Sugarcane,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17881,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
328,173,Catur Winarto,07:46:35,Male 55 - 59,27,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17825,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
329,334,Indra Setiawan,07:48:18,Male 45 - 49,53,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17899,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
330,318,setiyono setiyono,07:48:21,Male 18 - 39,112,Male,LMG,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
331,513,Tri Utomo,07:49:08,Male 18 - 39,114,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18068,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
332,357,Eric Gunawan,07:49:14,Male 18 - 39,113,Male,LMG,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17921,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
333,1996,Eko Suprihanto,07:49:19,Male 45 - 49,54,Male,Polda Maluku,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18698,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
334,176,Febsie Winata,07:49:53,Male 18 - 39,115,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17828,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
335,31,Christian Chandra,07:49:58,Male 60 - 64,7,Male,Trol Lampung,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17723,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
336,569,liem benny suwarno,07:51:27,Male 60 - 64,8,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18103,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
337,726,Burhanudin Bono,07:53:22,Male 40 - 44,68,Male,Tripat Cycling Lombok (TCL),GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
338,552,dewa ketut suryantara,07:53:39,Male 45 - 49,55,Male,Barong Cycling Team,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18092,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
339,1069,hendarmin cp,07:55:25,Male 40 - 44,69,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
340,465,William Sapari,07:58:10,Male 55 - 59,28,Male,E2G,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18023,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
341,339,Pandu Nandana,07:58:39,Male 40 - 44,70,Male,LMG,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17904,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
342,418,Amanukarti Oetomo,07:58:44,Female 50 +,3,Female,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17980,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
343,504,Eko Leonadisastra,08:00:18,Male 65 +,3,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18060,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
344,228,ricky h margono,08:03:34,Male 55 - 59,29,Male,,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17855,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
345,890,natascha oking,08:03:42,Female 40 - 44,7,Female,WCC,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18357,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
346,181,Gede Pradinata,08:03:43,Male 18 - 39,116,Male,Trol,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17832,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
347,406,Johan Monandar,08:07:30,Male 18 - 39,119,Male,CRBC,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-17968,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
348,680,MUHTAR ALI,08:07:40,Male 45 - 49,56,Male,All4 Cycling - BDC,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18200,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
349,662,vivi limianty,08:07:51,Female 18 - 39,10,Female,WCC,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18182,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
350,718,kelana hardianto,08:09:01,Male 18 - 39,117,Male,BGNDL,GFNY BALI,https://images.racetec.net/results/racelogo/19723/19723_3002.png,GRAN FONDO,http://results.scorenow.co.id/myresults.aspx?uid=19723-3002-1-18233,http://results.scorenow.co.id/results.aspx?CId=19723&RId=3002
