Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,KM 15,KM 18,"KM 21,1",KM 25,KM 30,KM 35,"KM 40,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
337,C11153,Muh Mushlih Lp,04:44:42,Master,96,Male,312,Indonesia,00:00:14,00:30:56,00:28:26,00:29:31,00:18:10,00:18:58,00:25:49,00:35:23,00:39:38,00:46:43,00:10:49,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199459,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
338,B11122,Muhammad Hasan Subhi,04:44:45,National,202,Male,313,Indonesia,00:01:15,00:30:59,00:27:34,00:28:47,00:17:39,00:19:38,00:28:30,00:41:03,00:37:14,00:41:50,00:10:10,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199428,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
339,B10949,Muammir,04:44:52,National,203,Male,314,Indonesia,00:00:46,00:27:52,00:28:12,00:28:08,00:18:00,00:19:27,00:27:25,00:38:21,00:40:06,00:45:07,00:11:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199255,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
340,B10657,Frengki Yogi Chorniyawan,04:45:13,National,204,Male,315,Indonesia,00:00:10,00:29:45,00:29:31,00:30:22,00:17:57,00:18:59,00:24:49,00:34:09,00:36:46,00:51:27,00:11:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198963,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
341,C10307,Mohammad Farouq,04:45:16,Master,97,Male,316,Indonesia,00:00:50,00:30:35,00:28:52,00:29:15,00:18:16,00:20:56,00:27:46,00:37:31,00:38:43,00:41:45,00:10:43,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198613,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
342,B11096,Henis Sugianto,04:45:34,National,205,Male,317,Indonesia,00:00:05,00:25:19,00:26:59,00:30:43,00:19:42,00:19:33,00:30:36,00:38:42,00:40:55,00:43:03,00:09:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199402,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
343,B11494,Ahmad Kholisun Nawa,04:45:35,National,206,Male,318,Indonesia,00:01:04,00:31:14,00:29:08,00:29:19,00:17:31,00:19:06,00:25:31,00:35:46,00:39:24,00:46:04,00:11:24,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199800,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
344,B10508,Digital Khrisna Aurum,04:45:41,National,207,Male,319,Indonesia,00:00:43,00:34:38,00:32:51,00:33:26,00:19:54,00:20:35,00:26:34,00:34:19,00:35:01,00:38:02,00:09:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198814,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
345,B10230,Yuda Hermansyah,04:45:54,National,208,Male,320,Indonesia,00:00:34,00:32:52,00:29:40,00:30:35,00:18:42,00:19:31,00:26:29,00:35:23,00:36:24,00:44:23,00:11:17,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198536,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
346,C11179,Yandito,04:45:57,Master,98,Male,321,Indonesia,00:00:17,00:28:38,00:27:10,00:28:04,00:16:43,00:18:21,00:27:33,00:44:09,00:41:35,00:42:53,00:10:29,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199485,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
347,B10842,Yoga Eka,04:46:38,National,209,Male,322,Indonesia,00:00:27,00:28:03,00:28:11,00:29:24,00:19:07,00:19:44,00:30:44,00:36:00,00:39:29,00:44:04,00:11:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199148,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
348,C11400,Indra Bayu Permana,04:46:50,Master,99,Male,323,Indonesia,00:00:11,00:29:24,00:28:37,00:29:54,00:18:21,00:19:17,00:27:35,00:36:29,00:39:40,00:45:23,00:11:54,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199706,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
349,B11234,Muhamad Azis,04:47:10,National,210,Male,324,Indonesia,00:00:08,00:26:55,00:26:53,00:28:13,00:17:16,00:18:29,00:26:38,00:41:44,00:42:57,00:45:08,00:12:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-199540,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
350,E10136,Rinihastuti1413,04:47:14,National,9,Female,26,Indonesia,00:00:31,00:27:45,00:28:06,00:31:50,00:20:08,00:21:23,00:29:16,00:38:12,00:36:23,00:40:52,00:12:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-1-198442,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
