Pos,Bib No,Name,Category,Cat Pos,Gender,CP 1 - KM,CP 2 - KM,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,550,Indra Kusuma Dhani,Master B (50-59),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161244,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,551,Dini Hegarningsih,Master B (50-59),,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161245,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,557,Aditya Budhihartanto,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161251,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,562,Adrian Kristiawan,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161256,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,572,Jeff Budiman,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161266,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,574,Mohammad Akbar Azmi,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161268,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,575,Nur Alfinajmi,Under 40,,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161269,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,576,Ardhiansyah Agung N,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161270,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,578,Sutono Bong,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161272,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,587,Royal Sports Performance Centre,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161281,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,590,Meilanie N Huda,Master A (40-49),,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161284,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,601,Irvan Setiawan Z,Master B (50-59),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161295,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,602,Asri Retna Sundari,Under 40,,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161296,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,603,Jaya Krisna,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161297,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,605,Yunita Njau,Under 40,,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161299,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,607,Jonathan Jonathan,Master B (50-59),,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161301,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,608,Fahreza Koeswara,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161302,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,609,Dura Arum,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161303,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,611,Roy Adinegoro,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161305,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,612,Meryn Yudi Harsini,Master A (40-49),,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161306,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,613,Virgian Virgian,Master A (40-49),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161307,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,615,Hartono Wijaya,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161309,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,618,Lim Mei Thing,Master A (40-49),,Female,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161312,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,619,Alwy Husein,Under 40,,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161313,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,627,Boy Rinaldi,Master B (50-59),,Male,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161321,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,633,Gedung Sate 3 Gedung Sate 3,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,634,Gedung Sate 4 Gedung Sate 4,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161328,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,635,Gedung Sate 5 Gedung Sate 5,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161329,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,636,Gedung Sate 6 Gedung Sate 6,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161330,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,637,Gedung Sate 7 Gedung Sate 7,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161331,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,638,Gedung Sate 8 Gedung Sate 8,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161332,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,639,Gedung Sate 9 Gedung Sate 9,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161333,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,640,Gedung Sate 10 Gedung Sate 10,Under 40,,Unknown,,,,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,Medio Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-2-161334,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
