Pos,Bib No,Name,Laps,Time,Gender,Gen Pos,Country,Fastest Lap,Slowest Lap,Average Lap,Start,race_name,race_large_logo,race_category,runner_id,race_link
22,3007,Hong Tjong,28,02:57:48,Male,17,Indonesia,00:05:47,00:07:14,00:06:21,00:00:29,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193681,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
23,3025,Kiem Gwan Oei,28,02:58:38,Male,18,Indonesia,00:05:04,00:11:31,00:06:22,00:00:03,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193699,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
24,3026,Alfredo Rianto,27,02:52:14,Male,19,Indonesia,00:04:58,00:08:47,00:06:22,00:00:17,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193700,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
25,3022,Anthony Gasali,27,02:57:32,Male,20,Indonesia,00:06:05,00:07:18,00:06:34,00:00:07,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193696,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
26,3011,Reza Harahap,26,02:53:56,Male,21,Indonesia,00:05:47,00:08:04,00:06:41,00:00:40,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193685,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
27,3010,Wy Yoga,26,02:55:51,Male,22,Indonesia,00:05:25,00:08:25,00:06:45,00:00:12,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193684,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
28,3019,Nugroho Djojo Purnomo,26,02:56:04,Male,23,Indonesia,00:04:37,00:09:25,00:06:46,00:00:51,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193693,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
29,3009,Sarah Chilembo,18,02:57:34,Female,6,Zimbabwe,00:08:37,00:11:38,00:09:51,00:00:36,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193683,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
30,3029,I Gede Fafa Jorginatha Susila,17,02:59:06,Male,24,Indonesia,00:06:14,00:17:39,00:10:32,00:00:25,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,3012,David Honggono,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193686,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,3024,Olivia Isvansonny,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,3 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-1-193698,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
