Pos,Race No,Last Name,Time,Runner 1,Runner 2,Runner 3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
11,500,JAKARTA IDATEN,00:40:51,SHINJIRO TOYOSHIMA,RHUI YOSHIDA,HARU TANAKA,TAKI KOBAYASHI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
12,130,SOMPO 1,00:40:57,KENTA TAKAHASHI,FANDI AHMAD,ENCEP ANDRI,FERRY JUNAEDI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92046,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
13,36,SUMITOMO FORESTRY GROUP KTI TEAM2,00:41:05,TAIZOU ITAGAKI,RUDI AHMAD XABIT,ABDUL ROZAK,ZAINUL ROHIM,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
14,164,PUMA,00:41:09,ABU BAKAR,H WATANABE,IRPAN,WISNU,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92080,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
15,16,OTSUKA 1,00:41:22,HIROKI MATSUURA,WAHANI,AKBAR DZ,RUSWANDI DARUS,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91932,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
16,6,PANIN DAI ICHI LIFE 1,00:41:24,YOSHIMI OZAKI,USMAN,AGUS,JAMES ALFRED SIREGAR,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91922,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
17,305,YAMAMOTO MONAS DORAMATIC,00:41:38,YUKINORI NAOI,SUHARDI,YUA FUNASE,YASUHARU YAMAZAKI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92217,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
18,430,PTNIPPON EXPRESS INDONESIA TEAM IMPORT 1,00:41:56,NICO JULIANSYAH,MALIK ABDUL AZIS,SYARUL MAULANA,AKIHITO TAKEMATA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92342,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
19,40,SUMITOMO FORESTRY GROUP SRP TEAM1,00:42:14,YUSUKE SUEMITSU,HENDRA,JAELANI,SEVEN,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91956,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
20,115,SHIMIZU 1,00:42:26,AOKI,CHOI,IMAM,YAMAGISHI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92031,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
21,591,YAMAMOTO MONAS FANTASTIC,00:42:35,KHOLISN,YOHEI ASASHIMA,TETSUYA TAKUBO,MOTOHARU OCHIAI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92503,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
22,414,YMMA 1,00:43:04,TAUFIK KRISTIANTO,SUMITA TOMOHIRO,ANDI MUSTOFA,MUHAMMAD NUR HUSEN,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92326,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
23,160,TOYOTA 3,00:43:04,TRI JUNAEDI,KENTO TSUCHIDA,KEVIN HARSONO,FIKRI AJI SETIADI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92076,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
24,476,PANTHER,00:43:28,TAKAYUKI SAKAUE,REZA PAHREVI,RASWITA AGUSTIAN,AGUS SUDIMAN,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92388,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
25,110,PANASONIC KENKONA,00:44:27,FRASTIO WILDOMI,AZIZ DWI PRASETYO,RICKY SUPRIYADI,SHOTA KURIHARA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92026,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
26,478,LION,00:44:29,YASUHIRO NOGUCHI,MUHAMAD RIJAL,HARYANTO,MUHAMAD JAFAR,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92390,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
27,25,OTSUKA 10,00:44:29,YOHEI TANAKA,SANDRI,MFIKRI,KLETUS LEBI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91941,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
28,345,SETSUYO ASTEC A,00:44:50,MASAYA UCHIDA,HIDEYUKI TAKAHASHI,FUMITOSHI HOSHINO,BILL CLINTON,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92257,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
29,168,YKK AP NEXSTA,00:45:29,HIDAYATUL MUTAQIM,RIZAL,PUJIONO,TATSUNORI TAKIDA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92084,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
30,349,FUJITA1,00:45:39,FUJITA YOSHIHISA,DENNNA,YESI,AGUNG,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92261,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
31,161,TOYOTA 4,00:45:41,SUYITNO,TETSURO HARADA,MAKRU ASSIDIQ,YUSUF BAGUS ZADIOMPU HASIBUAN,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92077,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
32,7,PANIN DAI ICHI LIFE 2,00:45:46,PENTA TARIGAN,WANDA ARIZONA,MARTIN MARIYANTO,NAOYA KOICHITANI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91923,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
33,367,TRIMITRA BATERAI PRAKASA 1,00:46:01,IRVAN,ALI,NOGUCHI K,TRIYANTO,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
34,487,KOMATSU 1,00:46:15,TOSHIYUKI KOMATSU,RENDI,DENA,MAKMUR,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92399,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
35,549,SUZUKI GSX R,00:46:25,TAKEMURA MITSUHIRO,ALVIAN,HABIL SAHID,YOSHIDA TOMIO,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92461,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
36,306,YAMAMOTO MONAS AMAZING,00:46:50,ALAM RAGA,NORIKO TETSUTANI,SORA FUJITA,MARIKO MURATA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92218,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
37,481,MSIG 1,00:47:20,KAZUHIRO KOMATSU,ALEC FERNANDO,TAKASHI OGITA,ARIF EKA PRAMUDITA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92393,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
38,546,MUSASHI 2,00:47:29,YANTONO SIMAMORA,YUTAKA TAKETANI,ANDREANSYAH YANUAR IN,DELLY PRASETYA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92458,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
39,407,IWWI 1 PT IRON WIRE WORKS INDONESIA,00:47:38,MASANORI YAMAMOTO,MASAKI SUZUKI,ANDHIKA,HIROMICHI SHIRAI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92319,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
40,116,SHIMIZU 2,00:47:54,ARIYAMA,RIZA,YAMADA,SHINICHI MURAKAMI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92032,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
41,41,SUMITOMO FORESTRY GROUP WSL TEAM1,00:47:56,TAKASHI ICHIMIYA,DARBIN SIMATUPANG,THEADARUS TONI,JADUT,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91957,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
42,44,TOKYU 1,00:48:05,MR HIDETATSU IKEDA,OKA,REINOLD,MR RYO UENO,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91960,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
43,412,ROCK DREAM,00:48:12,BUDI,RIFIN,YAGIHASHI,KARSIM,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
44,477,TIGER,00:48:34,TOSHIYUKI TAKAHIDE,AHMAD HISNI HUSAENI,MUHAMAD IKBAL RAMDANI,WANDI ISMAYADI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92389,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
45,169,YKK AP FILITY70,00:48:36,SURYA,M ARIF NASRULLOH,ASBAR MARLON,RYOTA OCHIAI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92085,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
46,111,PANASONIC LION,00:48:40,AGUNG SETIAWAN,RISMAN JAILANI,DUDY IRWANTO,MASARU NAGASHIMA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92027,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
47,419,GROUP 1 FIBM,00:48:44,MASATO SUZUKI FIBM,DERRY AKBAR FIBM,SIDI AL AMAN FIBM,AZRI FIBM,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92331,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
48,351,KNSS TEAM 1,00:48:52,YOSHIHIRO INABA,ARIEF PURNOMO,MASAHIRO YUI,YOPIE YUTAMA SURBAKTI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92263,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
49,551,SUZUKI S CROSS,00:48:57,MIMURO SHUNICHI,RAHMAT SOLEH,A NACHRAWI,ANDRI MEI SB,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
50,488,KOMATSU 2,00:49:00,AKIHIRO IMAIZUMI,TOPIK,RIZKY,DEDI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92400,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
